barrels08,id,ghgScore,feScore
15.695714285714288,1,-1,-1
29.96454545454546,10,-1,-1
12.207777777777777,100,-1,-1
29.96454545454546,1000,-1,-1
17.347894736842107,10000,-1,-1
14.98227272727273,10001,-1,-1
13.1844,10002,-1,-1
13.73375,10003,-1,-1
12.677307692307695,10004,-1,-1
13.1844,10005,-1,-1
12.677307692307695,10006,-1,-1
15.695714285714288,10007,-1,-1
13.73375,10008,-1,-1
15.695714285714288,10009,-1,-1
25.35461538461539,1001,-1,-1
14.330869565217393,10010,-1,-1
16.4805,10011,-1,-1
15.695714285714288,10012,-1,-1
17.347894736842107,10013,-1,-1
17.347894736842107,10014,-1,-1
20.600625,10015,-1,-1
20.600625,10016,-1,-1
25.35461538461539,10017,-1,-1
14.330869565217393,10018,-1,-1
17.347894736842107,10019,-1,-1
25.35461538461539,1002,-1,-1
15.695714285714288,10020,-1,-1
16.4805,10021,-1,-1
16.4805,10022,-1,-1
16.4805,10023,-1,-1
16.4805,10024,-1,-1
18.311666666666667,10025,-1,-1
19.388823529411766,10026,-1,-1
18.311666666666667,10027,-1,-1
19.388823529411766,10028,-1,-1
15.695714285714288,10029,-1,-1
25.35461538461539,1003,-1,-1
16.4805,10030,-1,-1
16.4805,10031,-1,-1
18.311666666666667,10032,-1,-1
18.311666666666667,10033,-1,-1
16.4805,10034,-1,-1
21.974,10035,-1,-1
21.974,10036,-1,-1
17.347894736842107,10037,-1,-1
17.347894736842107,10038,-1,-1
16.4805,10039,-1,-1
32.961,1004,-1,-1
15.695714285714288,10040,-1,-1
15.695714285714288,10041,-1,-1
16.4805,10042,-1,-1
15.695714285714288,10043,-1,-1
14.330869565217393,10044,-1,-1
13.1844,10045,-1,-1
16.4805,10046,-1,-1
15.695714285714288,10047,-1,-1
15.695714285714288,10048,-1,-1
17.347894736842107,10049,-1,-1
32.961,1005,-1,-1
16.4805,10050,-1,-1
16.4805,10051,-1,-1
19.388823529411766,10052,-1,-1
18.311666666666667,10053,-1,-1
18.311666666666667,10054,-1,-1
16.4805,10055,-1,-1
16.4805,10056,-1,-1
18.311666666666667,10057,-1,-1
19.388823529411766,10058,-1,-1
21.974,10059,-1,-1
32.961,1006,-1,-1
18.311666666666667,10060,-1,-1
17.347894736842107,10061,-1,-1
18.311666666666667,10062,-1,-1
15.695714285714288,10063,-1,-1
16.4805,10064,-1,-1
14.330869565217393,10065,-1,-1
12.677307692307695,10066,-1,-1
17.347894736842107,10067,-1,-1
16.4805,10068,-1,-1
17.347894736842107,10069,-1,-1
32.961,1007,-1,-1
14.330869565217393,10070,-1,-1
17.347894736842107,10071,-1,-1
15.695714285714288,10072,-1,-1
16.4805,10073,-1,-1
16.4805,10074,-1,-1
18.311666666666667,10075,-1,-1
18.311666666666667,10076,-1,-1
16.4805,10077,-1,-1
15.695714285714288,10078,-1,-1
14.330869565217393,10079,-1,-1
25.35461538461539,1008,-1,-1
13.1844,10080,-1,-1
16.4805,10081,-1,-1
15.695714285714288,10082,-1,-1
16.4805,10083,-1,-1
16.4805,10084,-1,-1
18.311666666666667,10085,-1,-1
18.311666666666667,10086,-1,-1
29.96454545454546,10087,-1,-1
29.96454545454546,10088,-1,-1
29.96454545454546,10089,-1,-1
23.543571428571425,1009,-1,-1
15.695714285714288,10090,-1,-1
14.98227272727273,10091,-1,-1
17.347894736842107,10092,-1,-1
18.311666666666667,10093,-1,-1
15.695714285714288,10094,-1,-1
14.98227272727273,10095,-1,-1
18.311666666666667,10096,-1,-1
16.4805,10097,-1,-1
15.695714285714288,10098,-1,-1
15.695714285714288,10099,-1,-1
15.695714285714288,101,-1,-1
20.600625,1010,-1,-1
17.347894736842107,10100,-1,-1
16.4805,10101,-1,-1
18.311666666666667,10102,-1,-1
16.4805,10103,-1,-1
18.311666666666667,10104,-1,-1
16.4805,10105,-1,-1
19.388823529411766,10106,-1,-1
19.388823529411766,10107,-1,-1
19.388823529411766,10108,-1,-1
17.347894736842107,10109,-1,-1
27.4675,1011,-1,-1
18.311666666666667,10110,-1,-1
19.388823529411766,10111,-1,-1
15.695714285714288,10112,-1,-1
17.347894736842107,10113,-1,-1
16.4805,10114,-1,-1
17.347894736842107,10115,-1,-1
15.695714285714288,10116,-1,-1
17.347894736842107,10117,-1,-1
15.695714285714288,10118,-1,-1
17.347894736842107,10119,-1,-1
29.96454545454546,1012,-1,-1
17.347894736842107,10120,-1,-1
18.311666666666667,10121,-1,-1
17.347894736842107,10122,-1,-1
17.347894736842107,10123,-1,-1
20.115,10124,-1,-1
21.974,10125,-1,-1
23.543571428571425,10126,-1,-1
25.35461538461539,10127,-1,-1
16.4805,10128,-1,-1
16.4805,10129,-1,-1
21.974,1013,-1,-1
18.311666666666667,10130,-1,-1
18.311666666666667,10131,-1,-1
16.4805,10132,-1,-1
29.96454545454546,10133,-1,-1
18.311666666666667,10134,-1,-1
18.311666666666667,10135,-1,-1
17.347894736842107,10136,-1,-1
16.4805,10137,-1,-1
18.311666666666667,10138,-1,-1
17.347894736842107,10139,-1,-1
20.600625,1014,-1,-1
14.330869565217393,10140,-1,-1
15.695714285714288,10141,-1,-1
21.974,10142,-1,-1
13.1844,10143,-1,-1
11.771785714285713,10144,-1,-1
15.695714285714288,10145,-1,-1
14.98227272727273,10146,-1,-1
13.1844,10147,-1,-1
11.771785714285713,10148,-1,-1
12.677307692307695,10149,-1,-1
21.974,1015,-1,-1
13.73375,10150,-1,-1
11.771785714285713,10151,-1,-1
13.1844,10152,-1,-1
14.98227272727273,10153,-1,-1
14.330869565217393,10154,-1,-1
15.695714285714288,10155,-1,-1
15.695714285714288,10156,-1,-1
18.311666666666667,10157,-1,-1
14.98227272727273,10158,-1,-1
13.73375,10159,-1,-1
27.4675,1016,-1,-1
13.1844,10160,-1,-1
12.677307692307695,10161,-1,-1
15.695714285714288,10162,-1,-1
17.347894736842107,10163,-1,-1
15.695714285714288,10164,-1,-1
16.4805,10165,-1,-1
14.330869565217393,10166,-1,-1
15.695714285714288,10167,-1,-1
14.330869565217393,10168,-1,-1
17.347894736842107,10169,-1,-1
23.543571428571425,1017,-1,-1
16.4805,10170,-1,-1
17.347894736842107,10171,-1,-1
15.695714285714288,10172,-1,-1
15.695714285714288,10173,-1,-1
16.4805,10174,-1,-1
15.695714285714288,10175,-1,-1
16.4805,10176,-1,-1
17.347894736842107,10177,-1,-1
16.4805,10178,-1,-1
17.347894736842107,10179,-1,-1
25.35461538461539,1018,-1,-1
15.695714285714288,10180,-1,-1
14.330869565217393,10181,-1,-1
16.4805,10182,-1,-1
14.330869565217393,10183,-1,-1
15.695714285714288,10184,-1,-1
16.4805,10185,-1,-1
17.347894736842107,10186,-1,-1
15.695714285714288,10187,-1,-1
17.347894736842107,10188,-1,-1
15.695714285714288,10189,-1,-1
21.2325,1019,-1,-1
17.347894736842107,10190,-1,-1
15.695714285714288,10191,-1,-1
17.347894736842107,10192,-1,-1
14.330869565217393,10193,-1,-1
16.4805,10194,-1,-1
14.330869565217393,10195,-1,-1
15.695714285714288,10196,-1,-1
17.347894736842107,10197,-1,-1
16.4805,10198,-1,-1
17.347894736842107,10199,-1,-1
16.4805,102,-1,-1
22.481470588235297,1020,-1,-1
15.695714285714288,10200,-1,-1
15.695714285714288,10201,-1,-1
17.347894736842107,10202,-1,-1
15.695714285714288,10203,-1,-1
14.98227272727273,10204,-1,-1
18.311666666666667,10205,-1,-1
16.4805,10206,-1,-1
16.4805,10207,-1,-1
15.695714285714288,10208,-1,-1
17.347894736842107,10209,-1,-1
29.96454545454546,1021,-1,-1
16.4805,10210,-1,-1
18.311666666666667,10211,-1,-1
19.388823529411766,10212,-1,-1
18.311666666666667,10213,-1,-1
19.388823529411766,10214,-1,-1
16.4805,10215,-1,-1
14.98227272727273,10216,-1,-1
17.347894736842107,10217,-1,-1
18.311666666666667,10218,-1,-1
18.311666666666667,10219,-1,-1
16.4805,1022,-1,-1
16.4805,10220,-1,-1
14.98227272727273,10221,-1,-1
18.311666666666667,10222,-1,-1
17.347894736842107,10223,-1,-1
17.347894736842107,10224,-1,-1
16.4805,10225,-1,-1
14.98227272727273,10226,-1,-1
17.347894736842107,10227,-1,-1
18.311666666666667,10228,-1,-1
18.311666666666667,10229,-1,-1
15.695714285714288,1023,-1,-1
18.311666666666667,10230,-1,-1
16.4805,10231,-1,-1
17.347894736842107,10232,-1,-1
18.311666666666667,10233,-1,-1
17.347894736842107,10234,-1,-1
17.347894736842107,10235,-1,-1
19.388823529411766,10236,-1,-1
19.388823529411766,10237,-1,-1
20.600625,10238,-1,-1
20.600625,10239,-1,-1
14.98227272727273,1024,-1,-1
21.974,10240,-1,-1
21.974,10241,-1,-1
23.543571428571425,10242,-1,-1
23.543571428571425,10243,-1,-1
